id,event_type,latitude,longitude,event_cause,requires_road_closure,start_datetime,status,corridor,priority,created_date,police_station,report_creation_delay_min,actual_duration_min,hour,day_of_week,month,is_weekend,event_type_encoded,priority_encoded,requires_road_closure_encoded
FKID000029,unplanned,12.9667073,77.6615616,pot_holes,False,2024-01-30 08:31:37.367000+00:00,active,Unknown,Low,2024-01-30 08:32:13.484988+00:00,Jeevanbheemanagar,0.6019664666666666,,8,1,1,0,0,1,0
FKID000030,unplanned,12.9666867,77.6616478,pot_holes,False,2024-01-30 08:33:55.212000+00:00,active,Non-corridor,Low,2024-01-30 08:34:48.349991+00:00,Jeevanbheemanagar,0.8856331833333333,,8,1,1,0,0,1,0
FKID000031,unplanned,12.907814,77.6006561,vehicle_breakdown,True,2024-01-30 08:08:05.581000+00:00,closed,Bannerghata Road,High,2024-01-30 08:11:01.608180+00:00,Mico Layout,2.933786333333333,,8,1,1,0,0,3,1
FKID000032,unplanned,12.8955737,77.5993711,vehicle_breakdown,False,2024-01-30 05:43:18.534000+00:00,closed,Bannerghata Road,High,2024-01-30 05:44:59.860926+00:00,J.P. Nagar,1.6887821,,5,1,1,0,0,3,0
FKID000033,unplanned,12.92757,77.5832051,tree_fall,False,2024-03-07 20:06:03.523000+00:00,closed,Non-corridor,Low,2024-03-07 20:06:37.915099+00:00,Jayanagara,0.57320165,,20,3,3,0,0,1,0
FKID000034,unplanned,13.044697,77.5828546,congestion,False,2024-01-30 05:38:15.485000+00:00,closed,ORR North 2,High,2024-01-30 05:39:28.665706+00:00,Kodigehalli,1.2196784333333333,,5,1,1,0,0,3,0
FKID000035,unplanned,12.9666885,77.6616396,pot_holes,False,2024-01-30 08:35:57.672000+00:00,active,Unknown,Low,2024-01-30 08:36:54.308956+00:00,Jeevanbheemanagar,0.9439492666666667,,8,1,1,0,0,1,0
FKID000036,unplanned,12.9789228,77.5644032,vehicle_breakdown,False,2024-03-07 20:17:50.952000+00:00,closed,Magadi Road,High,2024-03-07 20:19:21.251912+00:00,Magadi Road,1.5049985333333333,,20,3,3,0,0,3,0
FKID000037,unplanned,12.8636494,77.6725849,accident,False,2024-01-30 03:52:59.126038+00:00,closed,Non-corridor,Low,2024-01-30 08:53:47.147922+00:00,Electronic City,,,3,1,1,0,0,1,0
FKID000038,unplanned,12.9219483,77.6002467,vehicle_breakdown,False,2024-01-30 15:15:10.139000+00:00,closed,Bannerghata Road,High,2024-01-30 15:18:28.719881+00:00,Mico Layout,3.30968135,,15,1,1,0,0,3,0
FKID000039,unplanned,12.9666597,77.661556,pot_holes,False,2024-01-30 08:37:16.322000+00:00,active,Unknown,Low,2024-01-30 08:40:15.935486+00:00,Jeevanbheemanagar,2.9935581,,8,1,1,0,0,1,0
FKID000040,planned,12.946469,77.6986754,construction,False,2024-01-30 11:31:12.848000+00:00,closed,ORR East 1,High,2024-01-30 11:32:15.765069+00:00,HAL Old Airport,1.0486178166666666,,11,1,1,0,1,3,0
FKID000041,unplanned,12.9936273,77.5844677,others,True,2024-03-07 20:20:31.140000+00:00,closed,Bellary Road 1,High,2024-03-07 20:23:59.617800+00:00,High ground,3.47463,,20,3,3,0,0,3,1
FKID000042,unplanned,12.9465079,77.6986339,vehicle_breakdown,False,2024-01-30 20:38:19.329000+00:00,closed,ORR East 1,High,2024-01-30 20:40:06.042986+00:00,HAL Old Airport,1.7785664333333335,,20,1,1,0,0,3,0
FKID000043,unplanned,13.0467058,77.5036495,vehicle_breakdown,False,2024-03-07 18:29:50.857000+00:00,closed,Non-corridor,Low,2024-03-07 18:31:53.902977+00:00,Chikkabanavara,2.050766283333333,,18,3,3,0,0,1,0
FKID000044,unplanned,13.0166142,77.5054464,vehicle_breakdown,False,2023-12-28 06:06:26.375000+00:00,closed,Non-corridor,Low,2023-12-28 06:07:50.737435+00:00,Peenya,1.4060405833333334,,6,3,12,0,0,1,0
FKID000045,planned,13.0085677,77.6131497,construction,True,2024-01-30 21:21:10.303000+00:00,closed,Non-corridor,Low,2024-01-30 21:21:41.722681+00:00,K.G. Halli,0.52366135,,21,1,1,0,1,1,1
FKID000046,unplanned,13.0309717,77.5364661,vehicle_breakdown,False,2024-01-30 19:33:25.417000+00:00,closed,Tumkur Road,High,2024-01-30 19:35:20.337586+00:00,Yeshwanthpura,1.9153431,,19,1,1,0,0,3,0
FKID000047,unplanned,13.0262806,77.5442344,others,False,2024-03-07 20:27:15.443000+00:00,closed,Tumkur Road,High,2024-03-07 20:29:28.845390+00:00,Yeshwanthpura,2.2233731666666667,,20,3,3,0,0,3,0
FKID000048,unplanned,12.9938639,77.5844374,tree_fall,False,2024-03-07 20:41:41.999000+00:00,closed,Bellary Road 1,High,2024-03-07 20:42:35.482807+00:00,High ground,0.8913967833333333,,20,3,3,0,0,3,0
FKID000049,unplanned,12.9188682,77.6687736,vehicle_breakdown,False,2024-01-30 21:27:52.454000+00:00,closed,ORR East 1,High,2024-01-30 21:29:36.526728+00:00,Bellandur,1.7345454666666666,,21,1,1,0,0,3,0
FKID000050,unplanned,12.9546127,77.6423399,congestion,False,2024-01-30 20:46:34.356000+00:00,closed,IRR(Thanisandra road),High,2024-01-30 20:46:56.603762+00:00,Jeevanbheemanagar,0.3707960333333334,,20,1,1,0,0,3,0
FKID000051,unplanned,12.936133,77.5187044,vehicle_breakdown,False,2024-01-30 21:13:55.445000+00:00,closed,Mysore Road,High,2024-01-30 21:16:43.603052+00:00,Byatarayanapura,2.8026342,,21,1,1,0,0,3,0
FKID000052,planned,12.9694079,77.7006346,construction,False,2024-01-30 20:56:01.732000+00:00,closed,ORR East 2,High,2024-01-30 20:56:43.100304+00:00,HAL Old Airport,0.6894717333333333,,20,1,1,0,1,3,0
FKID000053,unplanned,12.9849833,77.5883633,vehicle_breakdown,False,2024-01-30 21:47:40.463000+00:00,closed,Bellary Road 1,High,2024-01-30 21:51:46.251707+00:00,High ground,4.09647845,,21,1,1,0,0,3,0
FKID000054,unplanned,13.0127301,77.5545135,vehicle_breakdown,False,2024-03-07 20:42:57.607000+00:00,closed,West of Chord Road,High,2024-03-07 20:45:17.862935+00:00,Malleshwaram,2.3375989166666664,,20,3,3,0,0,3,0
FKID000055,unplanned,12.9842019,77.7336286,road_conditions,False,2024-01-30 21:54:56.083000+00:00,closed,Non-corridor,Low,2024-01-30 21:55:49.646644+00:00,Whitefield,0.8927274,,21,1,1,0,0,1,0
FKID000056,unplanned,13.2644465,77.7187627,vehicle_breakdown,True,2024-01-30 19:36:33.702000+00:00,closed,Non-corridor,Low,2024-01-30 19:38:18.682995+00:00,Devanahalli Airport,1.74968325,,19,1,1,0,0,1,1
FKID000057,unplanned,12.9848257,77.7527586,vehicle_breakdown,False,2024-01-30 22:06:02.276000+00:00,closed,Non-corridor,Low,2024-01-30 22:07:20.927778+00:00,Mahadevapura,1.3108629666666665,,22,1,1,0,0,1,0
FKID000058,unplanned,12.9932986,77.5837571,tree_fall,False,2024-03-07 20:51:39.532000+00:00,closed,Bellary Road 1,High,2024-03-07 20:52:53.033507+00:00,High ground,1.2250251166666668,,20,3,3,0,0,3,0
FKID000059,unplanned,12.9937523,77.5842482,tree_fall,False,2024-03-07 20:47:40.640000+00:00,closed,Bellary Road 1,High,2024-03-07 20:48:21.533886+00:00,High ground,0.6815647666666667,,20,3,3,0,0,3,0
FKID000060,unplanned,12.9938868,77.5841876,tree_fall,False,2024-03-07 20:45:19.752000+00:00,closed,Bellary Road 1,High,2024-03-07 20:47:05.154098+00:00,High ground,1.7567016333333332,,20,3,3,0,0,3,0
FKID000061,unplanned,12.9368467,77.6928653,vehicle_breakdown,False,2024-01-30 23:05:02.339000+00:00,resolved,ORR East 1,High,2024-01-30 23:06:09.103789+00:00,HAL Old Airport,1.1127464833333331,,23,1,1,0,0,3,0
FKID000062,unplanned,13.0126766,77.5581246,tree_fall,True,2024-03-07 20:53:37.293000+00:00,closed,Non-corridor,Low,2024-03-07 20:54:24.364146+00:00,Malleshwaram,0.7845191,,20,3,3,0,0,1,1
FKID000063,unplanned,12.9513113,77.4994888,vehicle_breakdown,False,2024-01-30 23:12:23.123000+00:00,closed,Non-corridor,Low,2024-01-30 23:14:11.203391+00:00,Jnanabharathi,1.8013398500000002,,23,1,1,0,0,1,0
FKID000064,unplanned,13.0160964,77.5068555,vehicle_breakdown,False,2024-01-30 21:21:57.881000+00:00,closed,Non-corridor,Low,2024-01-30 21:24:10.181727+00:00,Peenya,2.2050121166666665,,21,1,1,0,0,1,0
FKID000065,unplanned,12.9807501,77.6028238,pot_holes,False,2024-03-07 21:05:54.697000+00:00,active,CBD 1,High,2024-03-07 21:07:59.668617+00:00,Shivajinagar,2.0828602833333334,,21,3,3,0,0,3,0
FKID000066,unplanned,12.9165983,77.583705,tree_fall,False,2024-03-07 20:58:06.297000+00:00,closed,Non-corridor,Low,2024-03-07 20:59:18.285194+00:00,J.P. Nagar,1.1998032333333333,,20,3,3,0,0,1,0
FKID000067,unplanned,13.0198619,77.6562235,pot_holes,False,2024-01-31 01:04:36.275000+00:00,active,Unknown,High,2024-01-31 01:05:39.540205+00:00,Hennuru,1.0544200833333333,,1,2,1,0,0,3,0
FKID000068,unplanned,13.0191848,77.6555127,pot_holes,False,2024-01-31 01:01:36.195000+00:00,active,ORR North 1,High,2024-01-31 01:04:25.563456+00:00,Hennuru,2.8228076,,1,2,1,0,0,3,0
FKID000069,unplanned,12.9740913,77.5452252,vehicle_breakdown,False,2024-01-31 00:33:27.663000+00:00,closed,West of Chord Road,High,2024-01-31 00:34:11.984483+00:00,Vijayanagara,0.7386913833333334,,0,2,1,0,0,3,0
FKID000070,unplanned,12.9740971,77.5449011,vehicle_breakdown,False,2024-01-31 00:36:02.277000+00:00,closed,West of Chord Road,High,2024-01-31 00:37:29.633418+00:00,Vijayanagara,1.4559403000000002,,0,2,1,0,0,3,0
FKID000071,unplanned,12.9688926,77.569795,vehicle_breakdown,False,2024-01-31 01:24:44.373000+00:00,closed,Non-corridor,Low,2024-01-31 01:27:32.617672+00:00,Chamarajpet,2.804077866666667,,1,2,1,0,0,1,0
FKID000072,unplanned,12.9838737,77.5286068,pot_holes,False,2024-01-30 23:46:07.351000+00:00,closed,Magadi Road,High,2024-01-30 23:46:29.635454+00:00,Kamakshipalya,0.3714075666666667,,23,1,1,0,0,3,0
FKID000073,unplanned,12.9595586,77.5162093,others,False,2024-01-30 23:23:41.783000+00:00,closed,Non-corridor,Low,2024-01-30 23:24:30.510154+00:00,Byatarayanapura,0.8121192333333334,,23,1,1,0,0,1,0
FKID000074,unplanned,12.9511354,77.5739687,vehicle_breakdown,False,2024-01-30 22:39:37.276000+00:00,closed,Non-corridor,Low,2024-01-30 22:42:30.336740+00:00,V.V.Puram (C.Pet),2.884345666666667,,22,1,1,0,0,1,0
FKID000075,unplanned,13.0192138,77.5395595,vehicle_breakdown,False,2024-01-30 23:11:03.886000+00:00,closed,Non-corridor,Low,2024-01-30 23:12:44.142059+00:00,Rajajinagar,1.6709343166666666,,23,1,1,0,0,1,0
FKID000076,unplanned,12.9161187,77.5856548,pot_holes,False,2024-03-07 21:11:51.734000+00:00,closed,Non-corridor,Low,2024-03-07 21:13:23.340352+00:00,J.P. Nagar,1.5267725333333333,,21,3,3,0,0,1,0
FKID000077,unplanned,12.9284355,77.6811918,vehicle_breakdown,True,2024-01-30 23:18:30.880000+00:00,closed,ORR East 1,High,2024-01-30 23:19:30.321743+00:00,Bellandur,0.9906957166666667,,23,1,1,0,0,3,1
FKID000078,unplanned,13.0753282,77.4370383,vehicle_breakdown,False,2024-03-07 19:23:40.435000+00:00,closed,Non-corridor,Low,2024-03-07 19:24:39.809788+00:00,No Police Station,0.9895798,,19,3,3,0,0,1,0
FKID000079,unplanned,13.2673624,77.7195893,vehicle_breakdown,False,2024-03-07 19:23:25.400000+00:00,closed,Non-corridor,Low,2024-03-07 19:27:13.485887+00:00,Devanahalli Airport,3.8014314500000004,,19,3,3,0,0,1,0
FKID000080,unplanned,12.9449039,77.4949618,others,False,2024-03-07 21:25:26.425000+00:00,closed,Non-corridor,Low,2024-03-07 21:26:42.075291+00:00,Jnanabharathi,1.2608381833333333,,21,3,3,0,0,1,0
FKID000081,unplanned,12.9873133,77.6163481,tree_fall,False,2024-03-07 21:17:00.312000+00:00,closed,Non-corridor,Low,2024-03-07 21:18:56.020966+00:00,Pulikeshinagar(F.Town),1.9284827666666666,,21,3,3,0,0,1,0
FKID000082,planned,12.969418,77.7006526,construction,False,2024-03-07 21:23:16.629000+00:00,closed,ORR East 2,High,2024-03-07 21:25:40.927133+00:00,HAL Old Airport,2.4049688833333334,,21,3,3,0,1,3,0
FKID000083,unplanned,12.9613232,77.5644194,others,True,2024-03-07 21:14:45.233000+00:00,closed,Mysore Road,High,2024-03-07 21:16:39.043124+00:00,Chamarajpet,1.8968354,,21,3,3,0,0,3,1
FKID000084,unplanned,12.959419,77.5165897,others,False,2024-03-07 21:28:44.841000+00:00,closed,Non-corridor,Low,2024-03-07 21:29:22.499126+00:00,Byatarayanapura,0.6276354333333334,,21,3,3,0,0,1,0
FKID000085,unplanned,12.9431035,77.6220445,pot_holes,False,2024-03-07 21:25:14.206000+00:00,closed,Non-corridor,Low,2024-03-07 21:26:34.587410+00:00,Adugodi,1.3396901666666667,,21,3,3,0,0,1,0
FKID000086,unplanned,12.8482637,77.6713737,vehicle_breakdown,False,2024-01-31 02:47:16.032000+00:00,closed,Non-corridor,Low,2024-01-31 02:48:28.817704+00:00,Electronic City,1.2130950666666667,,2,2,1,0,0,1,0
FKID000087,unplanned,12.96672,77.6093294,vehicle_breakdown,False,2024-01-31 05:03:24.794000+00:00,closed,Mysore Road,High,2024-01-31 05:04:44.117365+00:00,Ashok Nagar,1.3220560833333332,,5,2,1,0,0,3,0
FKID000088,unplanned,13.0253205,77.6400845,vehicle_breakdown,False,2024-03-07 21:35:50.715000+00:00,closed,ORR North 1,High,2024-03-07 21:36:46.339775+00:00,Banaswadi,0.9270795833333333,,21,3,3,0,0,3,0
FKID000089,unplanned,12.8561783,77.6645205,vehicle_breakdown,False,2024-01-31 02:08:55.286000+00:00,closed,Non-corridor,Low,2024-01-31 02:12:41.435747+00:00,Electronic City,3.76916245,,2,2,1,0,0,1,0
FKID000090,unplanned,12.9641056,77.5825203,water_logging,False,2024-01-31 03:04:31.974000+00:00,closed,Mysore Road,High,2024-01-31 03:05:38.850799+00:00,Halasuru Gate,1.1146133166666667,,3,2,1,0,0,3,0
FKID000091,unplanned,12.974757,77.5657216,vehicle_breakdown,False,2024-01-31 01:22:31.388000+00:00,closed,Magadi Road,High,2024-01-31 01:37:23.627200+00:00,Magadi Road,14.870653333333333,,1,2,1,0,0,3,0
FKID000092,unplanned,12.9640011,77.5836093,vehicle_breakdown,False,2024-01-31 01:45:45.370000+00:00,closed,Mysore Road,High,2024-01-31 01:46:37.300384+00:00,Halasuru Gate,0.8655063999999999,,1,2,1,0,0,3,0
FKID000093,unplanned,12.9480512,77.5343585,vehicle_breakdown,False,2024-01-31 04:21:01.833000+00:00,closed,Mysore Road,High,2024-01-31 04:22:16.818647+00:00,Byatarayanapura,1.2497607833333333,,4,2,1,0,0,3,0
FKID000094,unplanned,12.9245654,77.6739287,vehicle_breakdown,False,2024-01-31 03:31:13.977000+00:00,closed,ORR East 1,High,2024-01-31 03:32:20.867464+00:00,Bellandur,1.1148410666666666,,3,2,1,0,0,3,0
FKID000095,unplanned,13.0078566,77.5920655,tree_fall,False,2024-03-07 21:47:02.800000+00:00,closed,Non-corridor,Low,2024-03-07 21:47:53.871405+00:00,R.T. Nagar,0.8511900833333333,,21,3,3,0,0,1,0
FKID000096,unplanned,13.0035862,77.5721203,tree_fall,True,2024-03-07 21:49:19.785000+00:00,active,Non-corridor,Low,2024-03-07 21:50:01.995380+00:00,Malleshwaram,0.7035063333333333,,21,3,3,0,0,1,1
FKID000097,unplanned,12.9854129,77.5941024,others,False,2024-03-07 21:59:21.123000+00:00,active,CBD 2,High,2024-03-07 22:00:37.288438+00:00,Cubbon Park,1.2694239666666667,,21,3,3,0,0,3,0
FKID000098,unplanned,12.9272622,77.5806774,tree_fall,True,2024-03-07 21:57:57.213000+00:00,active,Non-corridor,Low,2024-03-07 21:58:32.986236+00:00,Jayanagara,0.5962206,,21,3,3,0,0,1,1
FKID000099,unplanned,13.0022504,77.5722138,tree_fall,True,2024-03-07 21:37:11.187000+00:00,closed,Non-corridor,Low,2024-03-07 21:37:45.137084+00:00,Sadashivanagar,0.5658347333333332,,21,3,3,0,0,1,1
FKID000100,unplanned,12.9586724,77.5629452,tree_fall,True,2024-03-07 21:34:37.863000+00:00,closed,Mysore Road,High,2024-03-07 21:37:04.195932+00:00,Chamarajpet,2.4388822,,21,3,3,0,0,3,1
FKID000101,unplanned,13.0369808,77.5895122,vehicle_breakdown,False,2024-01-31 03:11:13.623000+00:00,closed,Bellary Road 1,High,2024-01-31 03:14:01.508708+00:00,Hebbala,2.7980951333333333,,3,2,1,0,0,3,0
FKID000102,unplanned,12.9169077,77.5737827,vehicle_breakdown,False,2024-01-31 03:23:09.510000+00:00,closed,Non-corridor,Low,2024-01-31 03:24:08.759464+00:00,Jayanagara,0.9874910666666668,,3,2,1,0,0,1,0
FKID000103,unplanned,12.9047066,77.6016042,pot_holes,False,2024-03-07 22:01:11.729000+00:00,active,Bannerghata Road,High,2024-03-07 22:02:33.439017+00:00,J.P. Nagar,1.3618336166666665,,22,3,3,0,0,3,0
FKID000104,unplanned,12.9047995,77.6017019,pot_holes,False,2024-03-07 22:02:40.027000+00:00,active,Bannerghata Road,High,2024-03-07 22:03:30.325961+00:00,J.P. Nagar,0.8383160166666667,,22,3,3,0,0,3,0
FKID000105,unplanned,12.9774707,77.5457303,water_logging,False,2024-03-07 22:06:56.368000+00:00,active,West of Chord Road,High,2024-03-07 22:08:07.317650+00:00,Vijayanagara,1.1824941666666668,,22,3,3,0,0,3,0
FKID000106,unplanned,12.904781,77.6015741,pot_holes,False,2024-03-07 22:07:52.537000+00:00,active,Bannerghata Road,High,2024-03-07 22:10:17.270279+00:00,J.P. Nagar,2.412221316666667,,22,3,3,0,0,3,0
FKID000107,unplanned,12.9238693,77.5536044,vehicle_breakdown,False,2024-01-31 05:41:26.253000+00:00,closed,ORR West 1,High,2024-01-31 05:44:24.310732+00:00,Banashankari,2.9676288666666664,,5,2,1,0,0,3,0
FKID000108,unplanned,12.9585656,77.5932824,others,False,2024-01-31 07:26:39.082000+00:00,active,Non-corridor,Low,2024-01-31 07:28:38.533290+00:00,Ashok Nagar,1.9908548333333334,,7,2,1,0,0,1,0
FKID000109,unplanned,12.9601533,77.5633429,tree_fall,False,2024-03-07 22:16:53.889000+00:00,closed,Mysore Road,High,2024-03-07 22:17:29.026749+00:00,Chamarajpet,0.58562915,,22,3,3,0,0,3,0
FKID000110,unplanned,12.9578001,77.5631189,tree_fall,False,2024-03-07 22:08:18.693000+00:00,closed,Non-corridor,Low,2024-03-07 22:08:52.011941+00:00,Chamarajpet,0.5553156833333334,,22,3,3,0,0,1,0
FKID000111,unplanned,12.95836,77.5776317,vehicle_breakdown,False,2024-03-07 22:28:07.464000+00:00,closed,Non-corridor,Low,2024-03-07 22:29:50.663892+00:00,City Market,1.7199982,,22,3,3,0,0,1,0
FKID000112,unplanned,12.9187567,77.621505,pot_holes,False,2023-12-16 02:15:10.244000+00:00,closed,ORR East 1,High,2023-12-16 02:15:32.671555+00:00,Madiwala,0.3737925833333334,,2,5,12,1,0,3,0
FKID000113,unplanned,13.0331905,77.5901915,construction,False,2024-03-07 22:40:56.720000+00:00,closed,Bellary Road 1,High,2024-03-07 22:41:58.865738+00:00,Hebbala,1.0357623,,22,3,3,0,0,3,0
FKID000114,unplanned,12.9360494,77.6154975,vehicle_breakdown,True,2024-03-07 20:31:07.587000+00:00,closed,Non-corridor,Low,2024-03-07 20:32:27.334421+00:00,Adugodi,1.3291236833333333,,20,3,3,0,0,1,1
FKID000115,unplanned,12.9784088,77.6285392,water_logging,False,2024-03-07 22:55:04.919000+00:00,active,Old Madras Road,High,2024-03-07 22:58:41.463468+00:00,Halasur,3.6090744666666668,,22,3,3,0,0,3,0
FKID000116,unplanned,12.9873237,77.6037885,pot_holes,False,2024-03-07 22:33:02.896000+00:00,active,Non-corridor,Low,2024-03-07 22:33:37.000765+00:00,Shivajinagar,0.56841275,,22,3,3,0,0,1,0
FKID000117,unplanned,13.0190323,77.654465,vehicle_breakdown,False,2024-03-07 22:48:31.761000+00:00,closed,ORR North 1,High,2024-03-07 22:49:16.428823+00:00,Banaswadi,0.7444637166666667,,22,3,3,0,0,3,0
FKID000118,unplanned,13.0446713,77.5828869,congestion,False,2024-01-31 05:48:22.545000+00:00,closed,ORR North 2,High,2024-01-31 05:50:04.173602+00:00,Kodigehalli,1.6938100333333332,,5,2,1,0,0,3,0
